intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
3802000,0.018160887695783636,0.6900181488203266,0.018160887695783636,0.015274256501713513,2.1265123619147817,2.0,1.6504146063763168,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_008681075.1 Bacteroides dorei, ASM868107v1",d6500505658357664499a58d1d788747,0.6900181488203266,3802000,0,166800000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9244116983487749,0.9927511577887638,0.9585814280687693,0.9927511577887638,False,8085,8085,529322,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola dorei
3009000,0.01437299081446948,0.8181818181818182,0.014358660813657446,0.01898844181802381,3.3436460412508318,3.0,2.0068092368657324,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_014871025.1 Phocaeicola coprocola, ASM1487102v1",2e7817e4adaad37667c85e98287043cb,0.8189983669025586,3006000,1,163794000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9201814488251525,0.9960924936772166,0.9581369712511846,0.9960924936772166,False,10051,18136,529322,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprocola
2736000,0.013068960740574441,0.553464322647363,0.012782360724333775,0.008221838502839482,1.6263079222720478,1.0,1.4577133538781746,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_018786055.1 Bacteroides caccae strain=MCC022, ASM1878605v1",6cb536f7ee6ad049b4167871e3b72fed,0.5658738366080662,2676000,2,161118000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9184669854042616,0.9888976958825699,0.9536823406434158,0.9888976958825699,False,4352,22488,529322,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
2705000,0.012920884065516764,0.07276841703473472,0.012748924055772362,0.010250849199542056,2.032971150243537,1.0,3.3213716114480922,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_002893375.1 Cyclospora cayetanensis strain=CDC:HCVA02:15, ASM289337v1",f1e29b0b106063a5c1fb67e891611659,0.07374993183924969,2669000,3,158449000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9182617924142628,0.9501654784398926,0.9342136354270777,0.9501654784398926,False,5426,27914,529322,Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Cyclospora;Cyclospora cayetanensis
2679000,0.012796690725145807,0.5808919982509838,0.01269160405252423,0.008781044430422314,1.7493413624388408,1.0,1.0570944882144044,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003459525.1 Parabacteroides merdae strain=AF19-8, ASM345952v1",b7b567ff31434e6b2fb5b829a9870982,0.5857017927415828,2657000,4,155792000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9180879095104594,0.9895657109163933,0.9538268102134264,0.9895657109163933,False,4648,32562,529322,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae
2504000,0.011960774011110528,0.5940879596250901,0.011807920669115504,0.021614442626605355,4.628236245954692,4.0,6.140854393490528,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900066565.1 uncultured Clostridium sp., 13470_2#92",a2604abb126820bcd34cbc7f002638b1,0.6017784186493631,2472000,5,153320000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9168726236504778,0.99009126185809,0.953481942754284,0.99009126185809,False,11441,44003,529322,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;uncultured Clostridium sp.
2118000,0.010116980573295567,0.639768574908648,0.01003577723536071,0.012425329005784759,3.130414088529272,3.0,2.565121986233118,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_001405115.1 Coprococcus eutactus strain=2789STDY5608888, 13414_6#72",6f6faed862d43a6ba99834dc5e5d13df,0.6449451887941535,2101000,6,151219000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9138677495028674,0.9914370696982491,0.9526524096005582,0.9914370696982491,False,6577,50580,529322,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus eutactus
2066000,0.009868593892553654,0.17795071335927368,0.009830380557054898,0.004951617352008796,1.2735665694849367,1.0,1.4324746034379265,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_000963385.1 Blastocystis sp. subtype 3, ASM96338v1",8c2a33484d453961d8eed1461dd15aab,0.17864245568525725,2058000,7,149161000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9134224303588664,0.966791966357733,0.9401071983582997,0.966791966357733,False,2621,53201,529322,Eukaryota;;Bigyra;Opalinata;Blastocystidae;Blastocystis;Blastocystis sp. subtype 3
2107000,0.010064437236984776,0.4272260273972603,0.009534227206939541,0.009755876385262657,2.5871743486973946,2.0,3.487440366843267,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900066525.1 uncultured Clostridium sp., 13470_2#88",872fb45ab98182b80ac9fe0de5009ac8,0.4509845890410959,1996000,8,147165000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9137744481473421,0.9845071099562431,0.9491407790517926,0.9845071099562431,False,5164,58365,529322,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;uncultured Clostridium sp.
2059000,0.009835157223992242,0.2866833800324436,0.00928584052619763,0.00602279897680429,1.639917695473251,1.0,1.6480351168322795,/tmp/nxf.XXXX3hWDG3/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020553045.1 bacterium MSK18_59 strain=MSK.18.59, NA",3f6b04c4ee4d8531caaca89c1978a1a6,0.30364253060020646,1944000,9,145221000,ERR479547_2.fastq.gz,ERR479547,13186107,209351000,51,DNA,1000,209351,True,0.9133616460413152,0.9769003092909793,0.9451309776661472,0.9769003092909793,False,3188,61553,529322,Bacteria;;;;;;bacterium MSK18_59
