intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4322000,0.020558533789344,0.7650911665781555,0.020558533789344,0.061096163091793956,6.70384081443776,6.0,9.617498564119344,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020560185.1 Phocaeicola vulgatus strain=DFI.5.25, ASM2056018v1",5a2c20c537b57803510d64989fb19912,0.7650911665781555,4322000,0,171460000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9266621288194157,0.9947635566462474,0.9607128427328315,0.9947635566462474,False,28974,28974,474236,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
4082000,0.019416921547455394,0.10529472708435575,0.018370443659057503,0.030904444200777672,3.7949249093733814,3.0,4.20277030433812,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_002893375.1 Cyclospora cayetanensis strain=CDC:HCVA02:15, ASM289337v1",f1e29b0b106063a5c1fb67e891611659,0.11129287311194722,3862000,1,167598000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.925624645060645,0.9578627433800561,0.9417436942203505,0.9578627433800561,False,14656,43630,474236,Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Cyclospora;Cyclospora cayetanensis
3673000,0.017471424018570225,0.5235555555555556,0.01681024026180974,0.016177599338725868,2.1709111488398416,2.0,3.8081752253912553,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_021413165.1 Bacteroides xylanisolvens strain=BJH_104, ASM2141316v1",09d2f26f79a5f88d43f0c4121247a00c,0.5441481481481482,3534000,2,164064000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9237104334972709,0.9881388703477466,0.9559246519225088,0.9881388703477466,False,7672,51302,474236,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens
3577000,0.01701477912181478,0.745507637017071,0.01578754596178453,0.027684528378275796,3.9557095510695994,4.0,2.1549280184475625,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015557855.1 Phocaeicola massiliensis strain=1001275B_160808_C5, ASM1555785v1",49948aaa68cedc02ebf469142236a867,0.8034591194968553,3319000,3,160745000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9232308750784807,0.9957184279976212,0.959474651538051,0.9957184279976212,False,13129,64431,474236,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis
3096000,0.014726797920363032,0.7003541912632821,0.01410842462267337,0.01891463322059059,3.024275118004046,3.0,3.805462065841621,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003468355.1 Bacteroides stercoris strain=AM36-9BH, ASM346835v1",8a9ebd621960b453cb0b24eeebb59a2e,0.7310507674144038,2966000,4,157779000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9206203178753337,0.9938762316342127,0.9572482747547733,0.9938762316342127,False,8970,73401,474236,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris
2331000,0.011087908899343097,0.5527517423696227,0.010940450651432485,0.015386853802747999,3.172608695652174,2.0,4.033364888668242,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900066565.1 uncultured Clostridium sp., 13470_2#92",a2604abb126820bcd34cbc7f002638b1,0.5602018745493872,2300000,5,155479000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9155113200574732,0.9887023799411037,0.9521068499992884,0.9887023799411037,False,7297,80698,474236,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;uncultured Clostridium sp.
2097000,0.009974836963501705,0.7306620209059234,0.009974836963501705,0.009206386693544986,2.0820219360991894,2.0,1.3595232247594884,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003838285.1 Prevotella intermedia strain=ATCC 15032, ASM383828v1",cab0c2c7f68ec01656bd95d129acccab,0.7306620209059234,2097000,6,153382000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9136142376398872,0.9938658660371044,0.9537400518384958,0.9938658660371044,False,4366,85064,474236,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia
2128000,0.010122295211412316,0.43330571665285833,0.009951053375129026,0.012759469968538871,2.89244741873805,2.0,3.072794384506257,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_014864805.1 Roseburia inulinivorans, ASM1486480v1",3a67d0da671afd421487a1ebcdf67f48,0.4407622203811102,2092000,7,151290000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9138771602509241,0.9840646132334702,0.9489708867421971,0.9840646132334702,False,6051,91115,474236,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia inulinivorans
2207000,0.01049807590770065,0.5023791635361883,0.009541975655118941,0.018125996339375332,4.2851445663010965,3.0,4.145707176112139,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015558055.1 Roseburia faecis strain=1001271B_151109_E4, ASM1555805v1",1e923f58c350ddcacd164830e486d4ce,0.5527172551965941,2006000,8,149284000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9145305749934769,0.9884416560741432,0.9514861155338101,0.9884416560741432,False,8596,99711,474236,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia faecis
2039000,0.009698947338378625,0.48046202998279675,0.009299383053717613,0.010992417277473663,2.6664961636828646,2.0,1.5030328246516,/tmp/nxf.XXXXpyRCrL/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_019414745.1 Bacteroides sp., ASM1941474v1",acbd0a764e10d47123afa8c7b1c897aa,0.5011059228311624,1955000,9,147329000,ERR479443_2.fastq.gz,ERR479443,db0f60a4,210229000,51,DNA,1000,210229,True,0.9131119191153751,0.986543558845223,0.9498277389802992,0.986543558845223,False,5213,104924,474236,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp.
