intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
3524000,0.014981974015373104,0.6423623769595334,0.014981974015373104,0.015878866401584535,2.4205448354143018,2.0,1.9842421617019996,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",92c62d3d608447418f79f40c554d2f69,0.6423623769595334,3524000,0,125661000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9209304733767649,0.9913590653313934,0.9561447693540792,0.9913590653313934,False,8530,8530,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
2905000,0.012350350316305013,0.6340026189436927,0.012350350316305013,0.01681335537387005,3.1091222030981065,3.0,2.333355252372755,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147485.1 Bacteroides uniformis strain=ATCC 8492, ASM2514748v1",177d80c9d0f18e5195e47e20bdf54706,0.6340026189436927,2905000,1,122756000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9174490316121069,0.9911044643581243,0.9542767479851155,0.9911044643581243,False,9032,17562,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
2638000,0.01121522345418679,0.5810258738084431,0.010883613359635398,0.012347540544162981,2.591015625,2.0,2.3052922604316053,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000382445.1 Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain=DSM 17679, Bact_mass_DSM_17679_V1",61edb0d0d8fa658bb8f1cd38bd81ed44,0.598729005901044,2560000,2,120196000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.915716289472297,0.9899926416959559,0.9528544655841265,0.9899926416959559,False,6633,24195,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
2405000,0.010224644582001225,0.479085900836564,0.009982314128290593,0.00949567380005659,2.172487223168654,2.0,2.0767987702928523,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000156195.1 Bacteroides finegoldii DSM 17565 strain=DSM 17565, ASM15619v1",9d0fea771ba61065a50bf9434f874c00,0.4907161803713528,2348000,3,117848000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9140574538127296,0.9861383548050564,0.9500979043088931,0.9861383548050564,False,5101,29296,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii
2355000,0.010012074008570845,0.5172173103769195,0.009450887694714645,0.008315462627887236,2.00944669365722,2.0,1.4050870913711793,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025151215.1 Parabacteroides merdae ATCC 43184 strain=ATCC 43184, ASM2515121v1",04366d02afc93cbeed4bfc2d3a9aa9a9,0.5479292694276408,2223000,4,115625000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9136809903002335,0.9882730467687547,0.9509770185344941,0.9882730467687547,False,4467,33763,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae
2112000,0.008978981021699204,0.6376811594202898,0.008978981021699204,0.013978242416119377,3.555397727272727,3.0,3.1183655685448017,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.6376811594202898,2112000,5,113513000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9117319982797105,0.9912168993528554,0.951474448816283,0.9912168993528554,False,7509,41272,537192,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
2199000,0.009348853819468064,0.3106600557793616,0.008524079994558193,0.006156085719817123,1.6493765586034912,1.0,0.9575820861523192,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001314995.1 Bacteroides ovatus strain=ATCC 8483, ASM131499v1",c28ea957513bf36bf9dc694cd077b880,0.34071893399442205,2005000,6,111508000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9124539349502544,0.9791095788254054,0.94578175688783,0.9791095788254054,False,3307,44579,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus
1970000,0.008375280593156929,0.2886992348440259,0.008341269301408067,0.005882440542673755,1.6106014271151885,1.0,2.518888835074667,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000158035.1 Bacteroides cellulosilyticus DSM 14838 strain=DSM 14838, ASM15803v1",a202750eddf2c7f9735c9117362a41a6,0.28987639788110653,1962000,7,109546000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9104885683401901,0.976011992625099,0.9432502804826446,0.976011992625099,False,3160,47739,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus
1890000,0.008035167675668323,0.4578402366863905,0.007894871097204272,0.009344889722855142,2.7032848680667745,2.0,4.312354043314023,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000174195.1 Roseburia inulinivorans DSM 16841 strain=DSM 16841, ASM17419v1",e3692c21f5a57009b8f3ea43032066c2,0.46597633136094674,1857000,8,107689000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9097487540916851,0.9851385874883523,0.9474436707900187,0.9851385874883523,False,5020,52759,537192,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans
2871000,0.012205802326372356,0.3545275590551181,0.007656792054962247,0.006651253183219408,1.9838978345363687,2.0,1.4229289648785206,/tmp/nxf.XXXXPFcsL8/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",63b92dc09e7b5ffbd878d8e5fce5cfec,0.5651574803149606,1801000,9,105888000,ERR479491_2.fastq.gz,ERR479491,144e38b9,235216000,51,DNA,1000,235216,True,0.9172372694371324,0.9888731340764201,0.9530552017567762,0.9888731340764201,False,3573,56332,537192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
